date,signal_date,strategy,model,features,feature_count,stress_probability,predicted_stress,actual_stress,train_stress_rate,return_threshold,rv_threshold,equity_weight,bond_weight,turnover,gross_return,net_return,next_equity_return,next_realized_variance,train_obs,fit_status,error_message
2025-06-30,2025-05-31,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.4661826793173484,0,0,0.3472222222222222,-0.03163232796162334,0.044859099939723764,0.520290392409591,0.47970960759040904,0.06726007724007643,-0.006971609625242431,-0.007038869702482508,-0.0118044440174196,0.0151738128386247,72,fitted,
2025-07-31,2025-06-30,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.38661483999792073,0,0,0.3472222222222222,-0.03163232796162334,0.044859099939723764,0.5680310960012476,0.43196890399875243,0.09548140718331322,0.0016594771584258288,0.0015639957512425156,0.0031451879912745,0.0165365572122805,72,fitted,
2025-08-31,2025-07-31,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.38456483611257103,0,0,0.3472222222222222,-0.03163232796162334,0.044859099939723764,0.5692610983324573,0.4307389016675427,0.0024600046624194682,0.0027278681476789086,0.002725408143016489,0.0059794243260975,0.013834606460751,72,fitted,
2025-09-30,2025-08-31,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.39040468920903826,0,0,0.3472222222222222,-0.03163232796162334,0.044859099939723764,0.5657571864745771,0.43424281352542293,0.007007823715760475,0.020046079162459776,0.020039071338744014,0.0333032460754194,0.0127364622022184,72,fitted,
2025-10-31,2025-09-30,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.3687361691156079,0,0,0.3472222222222222,-0.03163232796162334,0.044859099939723764,0.5787582985306352,0.4212417014693648,0.02600222411211628,0.017474490834284845,0.01744848861017273,0.0238844546900858,0.0120135958507947,72,fitted,
2025-11-30,2025-10-31,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.4080155112785448,0,0,0.3472222222222222,-0.03163232796162334,0.044859099939723764,0.5551906932328731,0.44480930676712693,0.04713521059552428,-4.953342129124076e-05,-9.666863188676503e-05,0.0010826279521531,0.0212033716471009,72,fitted,
2025-12-31,2025-11-30,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.3681853351777169,0,0,0.3472222222222222,-0.03163232796162334,0.044859099939723764,0.57908879889337,0.42091120110663005,0.047796211320993764,0.011117025549861537,0.011069229338540544,0.0225911175447597,0.0052589178866993,72,fitted,
2026-01-31,2025-12-31,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.3064579660862922,0,0,0.3472222222222222,-0.03163232796162334,0.044859099939723764,0.6161252203482246,0.3838747796517754,0.07407284290970928,0.018854509542238454,0.018780436699328745,0.0261532236752819,0.0196609698618581,72,fitted,
2026-02-28,2026-01-31,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.46682705569542887,0,0,0.3472222222222222,-0.03163232796162334,0.044859099939723764,0.5199037665827427,0.48009623341725727,0.1924429075309637,0.02230036070139823,0.022107917793867265,0.032045424413118,0.0131262857602615,72,fitted,
2026-03-31,2026-02-28,ML Logistic + VRP,Logistic,equity_ret + bond_ret + log_rv_ann + log_iv_ann + vrp_proxy + log_iv_rv,6,0.44218814420528035,0,1,0.3472222222222222,-0.03012417175153076,0.04419104100145964,0.5346871134768317,0.46531288652316827,0.029566693788178,-0.06085084792816947,-0.06088041462195765,-0.0926429093699826,0.0545221436974399,72,fitted,
